,hour,x,y,z,flux,temp,refl,0
151,12.0,33.0,37.0,0.0,107.4397,316.7056,55.2944,ground
152,12.0,34.0,37.0,0.0,108.5717,316.8245,52.9181,ground
153,12.0,35.0,37.0,0.0,109.5681,316.9292,52.8424,ground
154,12.0,36.0,37.0,0.0,111.8414,317.1678,54.9481,ground
155,12.0,37.0,37.0,0.0,116.7639,317.6835,59.6567,ground
156,12.0,38.0,37.0,0.0,118.4023,317.8549,61.2798,ground
157,12.0,39.0,37.0,0.0,119.652,317.9858,62.6606,ground
158,12.0,40.0,37.0,0.0,120.4908,318.0736,63.6045,ground
159,12.0,41.0,37.0,0.0,120.9937,318.1263,64.1685,ground
160,12.0,42.0,37.0,0.0,121.2441,318.1526,64.4439,ground
161,12.0,27.0,38.0,0.0,121.366,318.1654,64.5991,ground
162,12.0,28.0,38.0,0.0,121.2064,318.1487,64.4394,ground
163,12.0,29.0,38.0,0.0,120.8495,318.1114,64.0914,ground
164,12.0,30.0,38.0,0.0,120.2063,318.0442,63.5048,ground
165,12.0,31.0,38.0,0.0,119.1361,317.9322,62.684,ground
166,12.0,32.0,38.0,0.0,117.4042,317.7509,61.6541,ground
167,12.0,33.0,38.0,0.0,114.9564,317.4944,59.7542,ground
168,12.0,34.0,38.0,0.0,113.9522,317.3891,58.1201,ground
169,12.0,35.0,38.0,0.0,114.5797,317.4549,58.0698,ground
170,12.0,36.0,38.0,0.0,116.3962,317.6452,59.6433,ground
171,12.0,37.0,38.0,0.0,118.3371,317.8484,61.4695,ground
172,12.0,38.0,38.0,0.0,119.3812,317.9576,62.4431,ground
173,12.0,39.0,38.0,0.0,120.1946,318.0427,63.3012,ground
174,12.0,40.0,38.0,0.0,120.7885,318.1048,63.9497,ground
175,12.0,41.0,38.0,0.0,121.157,318.1434,64.3592,ground
176,12.0,42.0,38.0,0.0,121.3489,318.1635,64.5728,ground
177,12.0,27.0,39.0,0.0,121.4588,318.175,64.7294,ground
178,12.0,28.0,39.0,0.0,121.3124,318.1598,64.6056,ground
179,12.0,29.0,39.0,0.0,121.0367,318.131,64.3672,ground
180,12.0,30.0,39.0,0.0,120.5655,318.0817,63.9821,ground
181,12.0,31.0,39.0,0.0,119.8693,318.0089,63.4707,ground
182,12.0,32.0,39.0,0.0,119.0084,317.9187,62.8904,ground
183,12.0,33.0,39.0,0.0,117.9882,317.8119,61.9932,ground
184,12.0,34.0,39.0,0.0,117.3853,317.7488,61.1901,ground
185,12.0,35.0,39.0,0.0,117.648,317.7763,61.1717,ground
186,12.0,36.0,39.0,0.0,118.5975,317.8757,61.9505,ground
187,12.0,37.0,39.0,0.0,119.5526,317.9756,62.8103,ground
188,12.0,38.0,39.0,0.0,120.1502,318.0381,63.35,ground
189,12.0,39.0,39.0,0.0,120.6626,318.0917,63.8658,ground
190,12.0,40.0,39.0,0.0,121.0574,318.133,64.2775,ground
191,12.0,41.0,39.0,0.0,121.3075,318.1592,64.5508,ground
192,12.0,42.0,39.0,0.0,121.4549,318.1746,64.7104,ground
193,12.0,27.0,40.0,0.0,121.527,318.1822,64.839,ground
194,12.0,28.0,40.0,0.0,121.4262,318.1717,64.764,ground
195,12.0,29.0,40.0,0.0,121.2286,318.151,64.6051,ground
196,12.0,30.0,40.0,0.0,120.9057,318.1172,64.3538,ground
197,12.0,31.0,40.0,0.0,120.4956,318.0743,64.0526,ground
198,12.0,32.0,40.0,0.0,120.0577,318.0285,63.7314,ground
199,12.0,33.0,40.0,0.0,119.5838,317.9789,63.2914,ground
200,12.0,34.0,40.0,0.0,119.2562,317.9447,62.8841,ground
201,12.0,35.0,40.0,0.0,119.3743,317.957,62.8768,ground
202,12.0,36.0,40.0,0.0,119.8722,318.0091,63.2758,ground
203,12.0,37.0,40.0,0.0,120.3627,318.0604,63.6949,ground
204,12.0,38.0,40.0,0.0,120.7074,318.0964,63.9905,ground
205,12.0,39.0,40.0,0.0,121.0188,318.129,64.2886,ground
206,12.0,40.0,40.0,0.0,121.2799,318.1563,64.5504,ground
207,12.0,41.0,40.0,0.0,121.4452,318.1736,64.7285,ground
208,12.0,42.0,40.0,0.0,121.5301,318.1825,64.8259,ground
209,12.0,27.0,41.0,0.0,121.5889,318.1886,64.931,ground
210,12.0,28.0,41.0,0.0,121.5093,318.1803,64.8777,ground
211,12.0,29.0,41.0,0.0,121.3539,318.1641,64.7606,ground
212,12.0,30.0,41.0,0.0,121.1316,318.1408,64.5922,ground
213,12.0,31.0,41.0,0.0,120.8799,318.1145,64.4088,ground
214,12.0,32.0,41.0,0.0,120.6364,318.089,64.2227,ground
215,12.0,33.0,41.0,0.0,120.3893,318.0632,63.9835,ground
216,12.0,34.0,41.0,0.0,120.2052,318.0439,63.7605,ground
217,12.0,35.0,41.0,0.0,120.2645,318.0501,63.7577,ground
218,12.0,36.0,41.0,0.0,120.5446,318.0794,63.9779,ground
219,12.0,37.0,41.0,0.0,120.8221,318.1085,64.2043,ground
220,12.0,38.0,41.0,0.0,121.0333,318.1305,64.3739,ground
221,12.0,39.0,41.0,0.0,121.2304,318.1511,64.5527,ground
222,12.0,40.0,41.0,0.0,121.4096,318.1699,64.7258,ground
223,12.0,41.0,41.0,0.0,121.5362,318.1831,64.8538,ground
224,12.0,42.0,41.0,0.0,121.5959,318.1894,64.9217,ground
225,12.0,27.0,42.0,0.0,121.6151,318.1914,64.9816,ground
226,12.0,28.0,42.0,0.0,121.5405,318.1836,64.9337,ground
227,12.0,29.0,42.0,0.0,121.4092,318.1699,64.8399,ground
228,12.0,30.0,42.0,0.0,121.2472,318.1529,64.7244,ground
229,12.0,31.0,42.0,0.0,121.0533,318.1326,64.5807,ground
230,12.0,32.0,42.0,0.0,120.8741,318.1139,64.4424,ground
231,12.0,33.0,42.0,0.0,120.7018,318.0959,64.2731,ground
232,12.0,34.0,42.0,0.0,120.5691,318.082,64.1223,ground
233,12.0,35.0,42.0,0.0,120.6079,318.0861,64.1208,ground
234,12.0,36.0,42.0,0.0,120.8065,318.1068,64.2699,ground
235,12.0,37.0,42.0,0.0,121.0105,318.1282,64.4307,ground
236,12.0,38.0,42.0,0.0,121.1741,318.1453,64.5559,ground
237,12.0,39.0,42.0,0.0,121.339,318.1625,64.6941,ground
238,12.0,40.0,42.0,0.0,121.4635,318.1755,64.813,ground
239,12.0,41.0,42.0,0.0,121.5694,318.1866,64.9147,ground
240,12.0,42.0,42.0,0.0,121.6224,318.1921,64.9741,ground
1,12.0,27.0,27.0,0.0,121.5927,318.189,64.9811,ground
2,12.0,28.0,27.0,0.0,121.514,318.1808,64.9328,ground
3,12.0,29.0,27.0,0.0,121.3772,318.1665,64.8375,ground
4,12.0,30.0,27.0,0.0,121.2071,318.1487,64.7196,ground
5,12.0,31.0,27.0,0.0,121.0068,318.1278,64.5719,ground
6,12.0,32.0,27.0,0.0,120.8199,318.1082,64.4273,ground
7,12.0,33.0,27.0,0.0,120.6344,318.0888,64.2525,ground
8,12.0,34.0,27.0,0.0,120.4935,318.0741,64.0975,ground
9,12.0,35.0,27.0,0.0,120.5306,318.078,64.0952,ground
10,12.0,36.0,27.0,0.0,120.7345,318.0993,64.2471,ground
11,12.0,37.0,27.0,0.0,120.951,318.1219,64.4131,ground
12,12.0,38.0,27.0,0.0,121.1235,318.14,64.5448,ground
13,12.0,39.0,27.0,0.0,121.2968,318.1581,64.6877,ground
14,12.0,40.0,27.0,0.0,121.4306,318.1721,64.8097,ground
15,12.0,41.0,27.0,0.0,121.5427,318.1838,64.9134,ground
16,12.0,42.0,27.0,0.0,121.5998,318.1898,64.9735,ground
17,12.0,27.0,28.0,0.0,121.5251,318.182,64.9318,ground
18,12.0,28.0,28.0,0.0,121.4356,318.1726,64.8771,ground
19,12.0,29.0,28.0,0.0,121.2592,318.1542,64.7561,ground
20,12.0,30.0,28.0,0.0,121.0113,318.1282,64.5794,ground
21,12.0,31.0,28.0,0.0,120.7356,318.0994,64.3828,ground
22,12.0,32.0,28.0,0.0,120.4653,318.0711,64.1772,ground
23,12.0,33.0,28.0,0.0,120.1801,318.0413,63.9181,ground
24,12.0,34.0,28.0,0.0,119.9588,318.0181,63.6821,ground
25,12.0,35.0,28.0,0.0,120.011,318.0236,63.6759,ground
26,12.0,36.0,28.0,0.0,120.3183,318.0558,63.9043,ground
27,12.0,37.0,28.0,0.0,120.6331,318.0887,64.1497,ground
28,12.0,38.0,28.0,0.0,120.8763,318.1141,64.3406,ground
29,12.0,39.0,28.0,0.0,121.1034,318.1379,64.5356,ground
30,12.0,40.0,28.0,0.0,121.3117,318.1596,64.719,ground
31,12.0,41.0,28.0,0.0,121.461,318.1753,64.8522,ground
32,12.0,42.0,28.0,0.0,121.5312,318.1826,64.9221,ground
33,12.0,27.0,29.0,0.0,121.4264,318.1716,64.8426,ground
34,12.0,28.0,29.0,0.0,121.3057,318.159,64.7661,ground
35,12.0,29.0,29.0,0.0,121.0658,318.1339,64.6022,ground
36,12.0,30.0,29.0,0.0,120.6871,318.0943,64.3381,ground
37,12.0,31.0,29.0,0.0,120.2216,318.0456,64.0123,ground
38,12.0,32.0,29.0,0.0,119.7382,317.9951,63.6513,ground
39,12.0,33.0,29.0,0.0,119.1893,317.9376,63.168,ground
40,12.0,34.0,29.0,0.0,118.7727,317.894,62.7298,ground
41,12.0,35.0,29.0,0.0,118.8748,317.9047,62.7144,ground
42,12.0,36.0,29.0,0.0,119.4391,317.9638,63.1329,ground
43,12.0,37.0,29.0,0.0,120.0046,318.0229,63.5943,ground
44,12.0,38.0,29.0,0.0,120.4109,318.0654,63.9364,ground
45,12.0,39.0,29.0,0.0,120.7912,318.1052,64.2658,ground
46,12.0,40.0,29.0,0.0,121.1147,318.1391,64.5441,ground
47,12.0,41.0,29.0,0.0,121.3244,318.161,64.7292,ground
48,12.0,42.0,29.0,0.0,121.4294,318.172,64.8292,ground
49,12.0,27.0,30.0,0.0,121.3228,318.1608,64.7392,ground
50,12.0,28.0,30.0,0.0,121.1483,318.1426,64.614,ground
51,12.0,29.0,30.0,0.0,120.8022,318.1064,64.3722,ground
52,12.0,30.0,30.0,0.0,120.2279,318.0463,63.9737,ground
53,12.0,31.0,30.0,0.0,119.4206,317.9618,63.4274,ground
54,12.0,32.0,30.0,0.0,118.486,317.864,62.7745,ground
55,12.0,33.0,30.0,0.0,117.3208,317.742,61.7865,ground
56,12.0,34.0,30.0,0.0,116.5288,317.6591,60.9152,ground
57,12.0,35.0,30.0,0.0,116.7528,317.6825,60.8774,ground
58,12.0,36.0,30.0,0.0,117.8409,317.7965,61.6991,ground
59,12.0,37.0,30.0,0.0,118.9554,317.9132,62.6545,ground
60,12.0,38.0,30.0,0.0,119.6701,317.9879,63.2856,ground
61,12.0,39.0,30.0,0.0,120.3191,318.0558,63.8492,ground
62,12.0,40.0,30.0,0.0,120.8251,318.1088,64.2797,ground
63,12.0,41.0,30.0,0.0,121.1461,318.1423,64.5583,ground
64,12.0,42.0,30.0,0.0,121.3203,318.1606,64.72,ground
65,12.0,27.0,31.0,0.0,121.063,318.1336,64.6154,ground
66,12.0,28.0,31.0,0.0,121.0101,318.1281,64.4578,ground
67,12.0,29.0,31.0,0.0,120.5442,318.0794,64.1124,ground
68,12.0,30.0,31.0,0.0,119.7148,317.9926,63.5244,ground
69,12.0,31.0,31.0,0.0,118.4084,317.8559,62.6759,ground
70,12.0,32.0,31.0,0.0,116.5704,317.6635,61.5277,ground
71,12.0,33.0,31.0,0.0,113.8758,317.3811,59.4311,ground
72,12.0,34.0,31.0,0.0,112.4365,317.2301,57.6393,ground
73,12.0,35.0,31.0,0.0,112.9666,317.2857,57.5409,ground
74,12.0,36.0,31.0,0.0,115.0909,317.5084,59.2103,ground
75,12.0,37.0,31.0,0.0,117.3701,317.7472,61.2718,ground
76,12.0,38.0,31.0,0.0,118.6334,317.8794,62.414,ground
77,12.0,39.0,31.0,0.0,119.3954,317.9592,63.3173,ground
78,12.0,40.0,31.0,0.0,120.1771,318.041,63.9713,ground
79,12.0,41.0,31.0,0.0,120.6496,318.0904,64.3783,ground
80,12.0,42.0,31.0,0.0,120.8875,318.1153,64.5894,ground
81,12.0,27.0,32.0,0.0,119.0456,317.9226,64.5023,ground
82,12.0,28.0,32.0,0.0,117.3612,317.7463,64.3082,ground
83,12.0,29.0,32.0,0.0,116.8076,317.6883,63.8532,ground
84,12.0,30.0,32.0,0.0,112.5028,317.2371,63.0584,ground
85,12.0,31.0,32.0,0.0,110.7869,317.0571,61.8552,ground
86,12.0,32.0,32.0,0.0,109.2028,316.8908,60.1901,ground
87,12.0,33.0,32.0,0.0,100.5388,315.9796,54.8394,ground
88,12.0,34.0,32.0,0.0,76.5054,313.4392,38.2733,ground
89,12.0,35.0,32.0,0.0,80.7194,313.886,38.1192,ground
90,12.0,36.0,32.0,0.0,85.1725,314.3574,40.3655,ground
91,12.0,37.0,32.0,0.0,90.8397,314.9566,45.8576,ground
92,12.0,38.0,32.0,0.0,93.2095,315.2068,47.6151,ground
93,12.0,39.0,32.0,0.0,118.3594,317.8508,62.7379,ground
94,12.0,40.0,32.0,0.0,119.5098,317.9712,63.6511,ground
95,12.0,41.0,32.0,0.0,120.1362,318.0367,64.1985,ground
96,12.0,42.0,32.0,0.0,120.4502,318.0696,64.467,ground
97,12.0,27.0,33.0,0.0,118.9436,317.9119,64.3476,ground
98,12.0,28.0,33.0,0.0,117.2277,317.7323,64.0953,ground
99,12.0,29.0,33.0,0.0,116.5411,317.6604,63.4624,ground
100,12.0,30.0,33.0,0.0,108.6013,316.8276,62.2634,ground
101,12.0,31.0,33.0,0.0,105.8195,316.5353,60.1985,ground
102,12.0,32.0,33.0,0.0,99.0701,315.8249,56.1394,ground
103,12.0,37.0,33.0,0.0,59.6699,311.6506,27.2438,ground
104,12.0,38.0,33.0,0.0,67.0733,312.4379,31.8749,ground
105,12.0,39.0,33.0,0.0,117.4427,317.7548,61.8019,ground
106,12.0,40.0,33.0,0.0,119.109,317.9292,63.193,ground
107,12.0,41.0,33.0,0.0,119.9347,318.0156,63.9536,ground
108,12.0,42.0,33.0,0.0,120.3348,318.0575,64.3027,ground
109,12.0,27.0,34.0,0.0,118.8358,317.9006,64.1976,ground
110,12.0,28.0,34.0,0.0,117.0738,317.7162,63.8778,ground
111,12.0,29.0,34.0,0.0,116.2766,317.6327,63.0716,ground
112,12.0,30.0,34.0,0.0,108.1294,316.778,61.4966,ground
113,12.0,31.0,34.0,0.0,105.0707,316.4565,58.631,ground
114,12.0,32.0,34.0,0.0,100.4571,315.971,53.7444,ground
115,12.0,37.0,34.0,0.0,60.2839,311.716,24.4701,ground
116,12.0,38.0,34.0,0.0,66.0012,312.3239,30.0784,ground
117,12.0,39.0,34.0,0.0,116.8293,317.6906,60.9269,ground
118,12.0,40.0,34.0,0.0,118.7808,317.8949,62.7505,ground
119,12.0,41.0,34.0,0.0,119.7537,317.9967,63.7141,ground
120,12.0,42.0,34.0,0.0,120.2165,318.0451,64.1467,ground
121,12.0,27.0,35.0,0.0,118.8674,317.9039,64.1909,ground
122,12.0,28.0,35.0,0.0,117.1258,317.7216,63.8688,ground
123,12.0,29.0,35.0,0.0,116.3857,317.6441,63.0549,ground
124,12.0,30.0,35.0,0.0,108.3795,316.8043,61.4612,ground
125,12.0,31.0,35.0,0.0,105.6868,316.5213,58.55,ground
126,12.0,32.0,35.0,0.0,101.4336,316.0738,53.6177,ground
127,12.0,37.0,35.0,0.0,61.1539,311.8086,24.3161,ground
128,12.0,38.0,35.0,0.0,66.5482,312.3821,29.9786,ground
129,12.0,39.0,35.0,0.0,117.3743,317.7476,60.8835,ground
130,12.0,40.0,35.0,0.0,118.8787,317.9051,62.7305,ground
131,12.0,41.0,35.0,0.0,119.8011,318.0017,63.7037,ground
132,12.0,42.0,35.0,0.0,120.2469,318.0483,64.1396,ground
133,12.0,27.0,36.0,0.0,120.9745,318.1244,64.3292,ground
134,12.0,28.0,36.0,0.0,119.1653,317.9351,64.0711,ground
135,12.0,29.0,36.0,0.0,118.6096,317.877,63.421,ground
136,12.0,30.0,36.0,0.0,114.2712,317.4225,62.181,ground
137,12.0,31.0,36.0,0.0,111.3197,317.113,60.0111,ground
138,12.0,32.0,36.0,0.0,103.3887,316.2796,55.5866,ground
139,12.0,37.0,36.0,0.0,63.4918,312.0572,26.5655,ground
140,12.0,38.0,36.0,0.0,92.3582,315.117,45.4238,ground
141,12.0,39.0,36.0,0.0,118.6753,317.8838,61.7011,ground
142,12.0,40.0,36.0,0.0,120.0152,318.024,63.1434,ground
143,12.0,41.0,36.0,0.0,120.7269,318.0985,63.9257,ground
144,12.0,42.0,36.0,0.0,121.0797,318.1354,64.2834,ground
145,12.0,27.0,37.0,0.0,121.2806,318.1564,64.48,ground
146,12.0,28.0,37.0,0.0,121.1055,318.1381,64.2812,ground
147,12.0,29.0,37.0,0.0,120.6911,318.0947,63.813,ground
148,12.0,30.0,37.0,0.0,119.9397,318.0161,62.9918,ground
149,12.0,31.0,37.0,0.0,118.6674,317.883,61.7514,ground
150,12.0,32.0,37.0,0.0,115.9972,317.6034,60.1484,ground
151,12.0,33.0,37.0,0.0,107.4425,316.7059,55.291,ground
152,12.0,34.0,37.0,0.0,108.5733,316.8246,52.9147,ground
153,12.0,35.0,37.0,0.0,109.5696,316.9293,52.8394,ground
154,12.0,36.0,37.0,0.0,111.8421,317.1678,54.9461,ground
155,12.0,37.0,37.0,0.0,116.7498,317.6822,59.6561,ground
156,12.0,38.0,37.0,0.0,118.3973,317.8547,61.2795,ground
157,12.0,39.0,37.0,0.0,119.6521,317.9861,62.6604,ground
158,12.0,40.0,37.0,0.0,120.4917,318.0739,63.6044,ground
159,12.0,41.0,37.0,0.0,120.9943,318.1265,64.1684,ground
160,12.0,42.0,37.0,0.0,121.2441,318.1526,64.4438,ground
161,12.0,27.0,38.0,0.0,121.3653,318.1653,64.599,ground
162,12.0,28.0,38.0,0.0,121.205,318.1485,64.4393,ground
163,12.0,29.0,38.0,0.0,120.8475,318.1111,64.0913,ground
164,12.0,30.0,38.0,0.0,120.2042,318.0438,63.5047,ground
165,12.0,31.0,38.0,0.0,119.1351,317.932,62.6837,ground
166,12.0,32.0,38.0,0.0,117.4048,317.7508,61.6536,ground
167,12.0,33.0,38.0,0.0,114.9573,317.4944,59.7533,ground
168,12.0,34.0,38.0,0.0,113.9528,317.3891,58.1189,ground
169,12.0,35.0,38.0,0.0,114.58,317.4549,58.0687,ground
170,12.0,36.0,38.0,0.0,116.3961,317.6452,59.6426,ground
171,12.0,37.0,38.0,0.0,118.3364,317.8484,61.4692,ground
172,12.0,38.0,38.0,0.0,119.3811,317.9577,62.4429,ground
173,12.0,39.0,38.0,0.0,120.1955,318.0429,63.3011,ground
174,12.0,40.0,38.0,0.0,120.7895,318.105,63.9496,ground
175,12.0,41.0,38.0,0.0,121.1576,318.1435,64.3591,ground
176,12.0,42.0,38.0,0.0,121.3489,318.1635,64.5727,ground
177,12.0,27.0,39.0,0.0,121.4582,318.175,64.7294,ground
178,12.0,28.0,39.0,0.0,121.3114,318.1596,64.6055,ground
179,12.0,29.0,39.0,0.0,121.0353,318.1308,64.3671,ground
180,12.0,30.0,39.0,0.0,120.5641,318.0815,63.982,ground
181,12.0,31.0,39.0,0.0,119.8683,318.0087,63.4706,ground
182,12.0,32.0,39.0,0.0,119.0083,317.9187,62.8902,ground
183,12.0,33.0,39.0,0.0,117.9887,317.812,61.9929,ground
184,12.0,34.0,39.0,0.0,117.3856,317.7488,61.1897,ground
185,12.0,35.0,39.0,0.0,117.648,317.7763,61.1713,ground
186,12.0,36.0,39.0,0.0,118.5974,317.8757,61.9502,ground
187,12.0,37.0,39.0,0.0,119.5526,317.9756,62.8101,ground
188,12.0,38.0,39.0,0.0,120.1507,318.0382,63.3499,ground
189,12.0,39.0,39.0,0.0,120.6634,318.0919,63.8657,ground
190,12.0,40.0,39.0,0.0,121.0581,318.1331,64.2775,ground
191,12.0,41.0,39.0,0.0,121.3079,318.1593,64.5507,ground
192,12.0,42.0,39.0,0.0,121.4549,318.1746,64.7104,ground
193,12.0,27.0,40.0,0.0,121.5266,318.1821,64.8389,ground
194,12.0,28.0,40.0,0.0,121.4256,318.1716,64.764,ground
195,12.0,29.0,40.0,0.0,121.2277,318.1509,64.6051,ground
196,12.0,30.0,40.0,0.0,120.9049,318.1171,64.3537,ground
197,12.0,31.0,40.0,0.0,120.4951,318.0742,64.0525,ground
198,12.0,32.0,40.0,0.0,120.0578,318.0285,63.7313,ground
199,12.0,33.0,40.0,0.0,119.5841,317.9789,63.2912,ground
200,12.0,34.0,40.0,0.0,119.2564,317.9447,62.8839,ground
201,12.0,35.0,40.0,0.0,119.3743,317.957,62.8766,ground
202,12.0,36.0,40.0,0.0,119.8721,318.0091,63.2756,ground
203,12.0,37.0,40.0,0.0,120.3627,318.0604,63.6948,ground
204,12.0,38.0,40.0,0.0,120.7077,318.0965,63.9904,ground
205,12.0,39.0,40.0,0.0,121.0193,318.1291,64.2885,ground
206,12.0,40.0,40.0,0.0,121.2804,318.1564,64.5504,ground
207,12.0,41.0,40.0,0.0,121.4455,318.1736,64.7284,ground
208,12.0,42.0,40.0,0.0,121.5301,318.1825,64.8259,ground
209,12.0,27.0,41.0,0.0,121.5886,318.1886,64.931,ground
210,12.0,28.0,41.0,0.0,121.5089,318.1803,64.8776,ground
211,12.0,29.0,41.0,0.0,121.3534,318.164,64.7605,ground
212,12.0,30.0,41.0,0.0,121.1312,318.1408,64.5921,ground
213,12.0,31.0,41.0,0.0,120.8798,318.1145,64.4088,ground
214,12.0,32.0,41.0,0.0,120.6366,318.089,64.2226,ground
215,12.0,33.0,41.0,0.0,120.3897,318.0632,63.9834,ground
216,12.0,34.0,41.0,0.0,120.2054,318.0439,63.7604,ground
217,12.0,35.0,41.0,0.0,120.2646,318.0501,63.7575,ground
218,12.0,36.0,41.0,0.0,120.5445,318.0794,63.9778,ground
219,12.0,37.0,41.0,0.0,120.8221,318.1085,64.2042,ground
220,12.0,38.0,41.0,0.0,121.0334,318.1306,64.3738,ground
221,12.0,39.0,41.0,0.0,121.2306,318.1512,64.5527,ground
222,12.0,40.0,41.0,0.0,121.4098,318.1699,64.7258,ground
223,12.0,41.0,41.0,0.0,121.5364,318.1831,64.8538,ground
